,,Table S3. List of DEGs across GSE150899.,,,,,,
,,,,,,,,
Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Symbol,Gene_Description
3556,627.3499929,2.258111559,0.277080539,8.149657732,3.65E-16,4.31E-14,IL1RAP,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
3557,246.2101073,2.298234171,0.430817004,5.334594854,9.58E-08,2.07E-06,IL1RN,interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]
3558,1.960044707,0.138677495,0.898024244,0.154425112,0.877274554,0.932886864,IL2,interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]
3559,149.4059987,0.855405782,0.493139341,1.734612737,0.082809422,0.196901951,IL2RA,interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008]
3560,510.4762312,0.324554205,0.5830516,0.556647481,0.577768306,0.735541179,IL2RB,interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]
3561,907.9738361,0.885373205,0.714527726,1.239102659,0.215307483,0.388687933,IL2RG,interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]
3563,206.8618743,0.499844394,0.228898075,2.18369855,0.028984406,0.090007796,IL3RA,interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]
3565,1.36651809,0.528324174,0.639116325,0.826647909,0.408436654,0.593566867,IL4,interleukin 4 [Source:HGNC Symbol;Acc:HGNC:6014]
3566,1592.553366,0.91908015,0.341704316,2.6896943,0.00715175,0.030058144,IL4R,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
3567,3.391785599,-0.948719329,0.593781287,-1.597758887,0.110096648,0.2432878,IL5,interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016]
3568,9.687797667,-1.282956645,0.538097011,-2.384247856,0.017114071,0.059616876,IL5RA,interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017]
3569,393.4968335,0.878489515,0.625657701,1.404105652,0.160287391,0.317039271,IL6,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]
3570,237.3753454,0.411130191,0.454400719,0.904774518,0.365584854,0.5524368,IL6R,interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]
3572,6733.11622,-0.291223723,0.199065623,-1.462953367,0.14348014,0.293320572,IL6ST,interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]
3574,97.81858233,-0.042192141,0.292693252,-0.144151395,0.885380921,0.938181507,IL7,interleukin 7 [Source:HGNC Symbol;Acc:HGNC:6023]
3575,1209.065774,1.295372101,0.660312821,1.961755185,0.049790994,0.135706147,IL7R,interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]
3576,477.9685742,-0.032510397,0.646257588,-0.050305634,0.959878834,0.978916304,CXCL8,C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]
3577,7.835680644,0.75014897,1.054496623,0.711381102,0.476848106,0.653722686,CXCR1,C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]
3579,18.11178925,0.309153837,0.683396519,0.45237842,0.650996391,0.788085381,CXCR2,C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]
3581,30.66733996,0.608099556,0.412635125,1.473697997,0.140562923,0.289290582,IL9R,interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]
3586,18.54252487,0.755705174,0.667076563,1.132861227,0.257272534,0.437931128,IL10,interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]
3587,609.8529007,0.568327031,0.544106947,1.044513461,0.296247894,0.479615866,IL10RA,interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]
3588,440.9836879,0.202936802,0.162803976,1.246510105,0.212577182,0.385780551,IL10RB,interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]
3589,3.137049197,1.227747201,0.57250505,2.144517679,0.03199143,0.096982368,IL11,interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]
3590,731.7252912,-0.41080904,0.195179513,-2.104775416,0.035310862,0.104750029,IL11RA,interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]
3592,11.82516028,-0.872089115,0.449454924,-1.940326089,0.052340073,0.140843611,IL12A,interleukin 12A [Source:HGNC Symbol;Acc:HGNC:5969]
3593,6.282931764,-0.021499637,0.682747285,-0.03148989,0.974878854,0.987330206,IL12B,interleukin 12B [Source:HGNC Symbol;Acc:HGNC:5970]
3594,121.8602639,0.331339465,0.605565924,0.54715672,0.584271067,0.739766052,IL12RB1,interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]
3595,22.56940967,-0.060019068,0.509344283,-0.117835952,0.906197643,0.950640818,IL12RB2,interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]
3596,1.974063902,0.298110676,0.762046505,0.391197485,0.695651267,0.818078682,IL13,interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]
3597,1508.91551,0.706682177,0.138073255,5.118168435,3.09E-07,5.78E-06,IL13RA1,interleukin 13 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:5974]
3598,21.34456969,-0.812501739,0.549205642,-1.479412587,0.139030078,0.287071274,IL13RA2,interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]
3600,266.9212619,-0.20012817,0.188485743,-1.061768208,0.288340926,0.47112008,IL15,interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]
3601,156.332791,0.323080666,0.245064719,1.318348339,0.187387066,0.353505865,IL15RA,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]
3603,1187.65969,0.581504037,0.609803741,0.953592111,0.340290151,0.526705558,IL16,interleukin 16 [Source:HGNC Symbol;Acc:HGNC:5980]
3604,58.31687741,0.078680659,0.750311713,0.104863962,0.916483755,0.956207815,TNFRSF9,TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]
3605,0.522070935,-1.714471305,1.271505436,-1.348379061,0.177536495,0.340404232,IL17A,interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981]
3606,180.2357352,0.891141623,0.411611772,2.165005189,0.030387288,0.093326878,IL18,interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]
3607,967.9849515,0.478490097,0.106829905,4.478990176,7.50E-06,9.44E-05,FOXK2,forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]
3608,2308.103827,-0.007160374,0.121823121,-0.058776803,0.953129885,0.975381636,ILF2,interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]
3609,5080.248958,0.193576186,0.078047634,2.480231301,0.013129718,0.048410004,ILF3,interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]
3611,1001.46034,0.224755549,0.101815313,2.207482776,0.027280349,0.086040302,ILK,integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]
3612,472.8153831,-0.389071032,0.207505651,-1.874990054,0.060794092,0.157061315,IMPA1,inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050]
3613,297.8760759,-1.214192832,0.234088265,-5.18690174,2.14E-07,4.19E-06,IMPA2,inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]
3614,492.0163721,0.834419266,0.263697962,3.164299259,0.001554569,0.00882157,IMPDH1,inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]
3615,1810.832124,0.23181822,0.12333203,1.879627052,0.060158924,0.15593339,IMPDH2,inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]
3617,20.18443981,0.096877246,0.233230715,0.415370872,0.677870426,0.807078982,IMPG1,interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:6055]
3619,297.0019766,-0.220765165,0.169681756,-1.301054217,0.193239897,0.361263238,INCENP,inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]
3620,189.2543286,-0.33906273,0.537164336,-0.631208565,0.527904162,0.695714757,IDO1,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]"
3621,342.1486939,0.230920664,0.169058066,1.365925149,0.171962458,0.333302019,ING1,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]
3622,233.5966182,-0.033239473,0.172622449,-0.192555915,0.847306774,0.915494645,ING2,inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]
3623,19.55143254,-0.981484987,0.353255017,-2.778403531,0.005462673,0.024212434,INHA,inhibin subunit alpha [Source:HGNC Symbol;Acc:HGNC:6065]
3624,396.940212,1.904530924,0.541643688,3.516206254,0.000437761,0.00305078,INHBA,inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]
3625,2058.702878,2.254449057,0.268821477,8.386417207,5.01E-17,6.80E-15,INHBB,inhibin subunit beta B [Source:HGNC Symbol;Acc:HGNC:6067]
3626,6.222316004,-2.624281545,0.480176253,-5.465246414,4.62E-08,1.08E-06,INHBC,inhibin subunit beta C [Source:HGNC Symbol;Acc:HGNC:6068]
3627,223.2136131,-0.625722612,0.620417211,-1.008551344,0.313189852,0.498191538,CXCL10,C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]
3628,496.381848,0.394385104,0.114988573,3.429776488,0.000604079,0.004003399,INPP1,inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071]
3631,1258.206371,0.721689029,0.158765156,4.545638637,5.48E-06,7.18E-05,INPP4A,inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]
3632,361.1089043,-0.145089063,0.140027987,-1.03614332,0.300135285,0.484172139,INPP5A,inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]
3633,442.0259888,0.045992828,0.120309978,0.382286062,0.702249192,0.822474232,INPP5B,inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077]
3635,1101.349347,0.916567895,0.547810074,1.67314903,0.094297961,0.217111734,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]
3636,2306.195995,-0.036334128,0.100156177,-0.362774713,0.716773183,0.831668337,INPPL1,inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]
3638,478.0003323,0.044073391,0.185423034,0.237691024,0.812120746,0.894305494,INSIG1,insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]
3640,8.562293243,1.93176891,0.646086207,2.98995535,0.002790182,0.014207143,INSL3,insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]
3642,3.225714245,1.020072046,0.962914309,1.05935911,0.289436264,0.47240499,INSM1,INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]
3643,1394.290751,1.112377168,0.230728517,4.821151642,1.43E-06,2.23E-05,INSR,insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]
3645,8.949037027,0.526718699,0.506983222,1.03892728,0.298838558,0.482608191,INSRR,insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]
3646,5557.058313,0.020351406,0.144808397,0.140540233,0.888233167,0.939896071,EIF3E,eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
3652,201.0547947,-0.187771403,0.189341007,-0.991710171,0.321338928,0.506877746,IPP,intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]
3654,684.4864598,0.005703074,0.267899612,0.021288099,0.983015837,0.991547776,IRAK1,interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]
3655,1369.307786,0.231459074,0.169061922,1.369078681,0.170974682,0.331956483,ITGA6,integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]
3656,209.8351235,1.10654811,0.225098769,4.915833673,8.84E-07,1.46E-05,IRAK2,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
3658,998.0151564,-0.388412885,0.129718296,-2.994279894,0.002750935,0.014046688,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]
3659,1115.377451,-0.189544301,0.373867734,-0.506982239,0.612167281,0.760373998,IRF1,interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]
3660,805.5767764,0.27971176,0.173367336,1.613405192,0.106656506,0.23780202,IRF2,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]
3661,1463.755839,0.755076152,0.159509461,4.733738975,2.20E-06,3.25E-05,IRF3,interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]
3662,371.8274198,-0.073881476,0.645745377,-0.114412706,0.908910642,0.952238922,IRF4,interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]
3663,361.4783567,1.318110449,0.319619134,4.124003574,3.72E-05,0.000375888,IRF5,interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]
3664,927.7608971,-0.462336089,0.283505029,-1.6307862,0.10293544,0.231710412,IRF6,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]
3665,912.3989336,0.550526768,0.381528214,1.442951653,0.149034091,0.301048635,IRF7,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
3667,1657.283543,-1.766323202,0.274057526,-6.445081908,1.16E-10,5.18E-09,IRS1,insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
3669,461.4777429,0.304800191,0.440558334,0.691849791,0.489031664,0.664033555,ISG20,interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]
3670,1.481679787,-1.429881472,0.886422773,-1.613091986,0.106724525,0.237898906,ISL1,ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]
3671,2061.421893,-0.085846568,0.227998781,-0.376522048,0.706528828,0.825067813,ISLR,immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]
3672,1694.630847,-0.408821834,0.200038626,-2.043714469,0.040981763,0.117297226,ITGA1,integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]
3673,1081.879555,2.6071892,0.34820681,7.487473325,7.02E-14,5.93E-12,ITGA2,integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]
3674,104.8832506,-0.854253924,0.293855409,-2.907055299,0.003648487,0.017608495,ITGA2B,integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]
3675,8589.380219,1.71075992,0.277970615,6.154463194,7.53E-10,2.71E-08,ITGA3,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]
3676,710.6277148,0.235672627,0.564158336,0.417741993,0.676135766,0.805727761,ITGA4,integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]
3678,1195.70227,0.526800779,0.187817267,2.804858077,0.005033874,0.02271733,ITGA5,integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]
3679,1182.470906,0.7785766,0.253455629,3.071845767,0.002127396,0.011387135,ITGA7,integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]
3680,2579.152093,0.44314675,0.225710024,1.963345459,0.049606047,0.135367153,ITGA9,integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]
3681,35.85324411,1.883686006,0.877173461,2.147449837,0.031757487,0.096403931,ITGAD,integrin subunit alpha D [Source:HGNC Symbol;Acc:HGNC:6146]
3682,157.6268014,-0.040709877,0.183923202,-0.221341713,0.824826373,0.902210129,ITGAE,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]
3683,919.0493424,0.37968925,0.660310395,0.575016315,0.565280263,0.72616407,ITGAL,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]
3684,376.1407858,0.796276875,0.409064643,1.946579567,0.05158516,0.139328367,ITGAM,integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]
3685,3933.706162,0.317141154,0.246935618,1.284307045,0.199034543,0.368750772,ITGAV,integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]
3687,647.8209002,0.489660521,0.501517184,0.976358411,0.328886884,0.514482287,ITGAX,integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]
3688,7362.184508,0.274393132,0.189018659,1.451672196,0.146592774,0.297756323,ITGB1,integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]
3689,1929.880224,0.836396496,0.548483492,1.524925559,0.127277666,0.268910971,ITGB2,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
3690,2077.947794,-0.057143732,0.346294938,-0.165014634,0.868932464,0.928066253,ITGB3,integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]
3691,1245.004422,1.254844701,0.19811224,6.334008943,2.39E-10,9.79E-09,ITGB4,integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]
3692,908.2313511,0.293505609,0.13760654,2.132933572,0.032930176,0.099176255,EIF6,eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]
3693,1166.479544,0.728739523,0.20437607,3.565679296,0.000362915,0.002609288,ITGB5,integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]
3694,474.1086655,0.981298,0.377523037,2.59930628,0.009341239,0.037056301,ITGB6,integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]
3695,432.5659496,0.803579355,0.43739592,1.837189875,0.06618187,0.16688492,ITGB7,integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]
3696,581.7788664,0.555768446,0.288226573,1.928234585,0.053825954,0.143856064,ITGB8,integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]
3697,6.086872078,1.112892062,0.707008102,1.574086718,0.115467403,0.251238667,ITIH1,inter-alpha-trypsin inhibitor heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:6166]
3698,12.17210414,0.848328668,0.279067816,3.039865653,0.002366837,0.012401458,ITIH2,inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]
3699,43.55474776,0.126552305,0.426841046,0.29648579,0.766859118,0.86416391,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168]
3700,322.2689325,0.062351616,0.237222896,0.26283979,0.792674066,0.881241,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:6169]
3702,465.0127662,0.646614695,0.693191107,0.932808699,0.350918749,0.537855736,ITK,IL2 inducible T cell kinase [Source:HGNC Symbol;Acc:HGNC:6171]
3703,2350.702855,-0.362181306,0.116105905,-3.11940469,0.001812169,0.009967958,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]
3704,630.7522619,0.24541807,0.110387109,2.223249359,0.02619899,0.083262466,ITPA,inosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:6176]
3705,1169.595121,0.902633821,0.172267734,5.239714942,1.61E-07,3.27E-06,ITPK1,inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]
3706,11.46671421,1.168873067,0.339326029,3.444690262,0.000571714,0.003819403,ITPKA,inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]
3707,1053.553447,0.66742995,0.253340368,2.634518755,0.008425665,0.034199395,ITPKB,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]
3708,1853.328639,-1.726794116,0.268432688,-6.43287569,1.25E-10,5.56E-09,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]"
3709,1021.591957,0.434605881,0.138071482,3.147687514,0.001645675,0.0092213,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]"
3710,6521.506241,1.030046719,0.234232922,4.397531777,1.09E-05,0.000130159,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]"
3712,2117.953012,-0.635603627,0.182087377,-3.490651778,0.000481844,0.003312705,IVD,isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]
3713,30.50873222,4.176503299,0.681359969,6.129657578,8.81E-10,3.14E-08,IVL,involucrin [Source:HGNC Symbol;Acc:HGNC:6187]
3714,548.9519214,1.228084874,0.198123459,6.198583856,5.70E-10,2.12E-08,JAG2,jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]
3716,3763.66053,0.277603464,0.196936492,1.409609064,0.158655149,0.314769475,JAK1,Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]
3717,428.1762181,-0.193131114,0.239537159,-0.806267865,0.420088415,0.603742027,JAK2,Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]
3718,899.9448811,0.922456932,0.518999262,1.777376191,0.075506365,0.184473759,JAK3,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]
3720,465.8842194,0.061157943,0.177434248,0.344679473,0.730335352,0.841234322,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]
3725,21470.25615,-1.219938714,0.320574279,-3.805479081,0.00014153,0.001168849,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"
3726,8860.784223,-0.102341549,0.248223393,-0.412296148,0.680122372,0.80835653,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]"
3727,4551.47091,-0.384796134,0.329110257,-1.169201281,0.242322545,0.420978189,JUND,"JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
3728,4406.275839,-0.056246152,0.179482585,-0.313379441,0.753992402,0.855655622,JUP,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207]
3730,729.5661162,0.362844728,0.272566346,1.331216174,0.183117891,0.347528069,ANOS1,anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]
3732,644.0904717,0.383789895,0.252115423,1.52227853,0.127939305,0.269867038,CD82,CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]
3735,1714.591948,0.084438213,0.114061568,0.740286275,0.459126307,0.638705462,KARS1,lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]
3736,42.71215443,-3.439651611,0.624102203,-5.511359506,3.56E-08,8.62E-07,KCNA1,potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218]
3737,83.25257822,-2.409352406,0.50404217,-4.780061174,1.75E-06,2.66E-05,KCNA2,potassium voltage-gated channel subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:6220]
3738,262.7476645,-0.14505379,0.625410847,-0.231933602,0.816589586,0.896847124,KCNA3,potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]
3739,0.69451382,1.479636398,1.238326996,1.19486727,0.232138892,0.408365426,KCNA4,potassium voltage-gated channel subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:6222]
3741,40.95427716,0.105533832,0.4431737,0.238131983,0.81177873,0.894194635,KCNA5,potassium voltage-gated channel subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:6224]
3742,12.73620017,0.169195879,0.638204906,0.265112156,0.790923063,0.880270579,KCNA6,potassium voltage-gated channel subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:6225]
3743,0.694222199,0.769766762,0.863616801,0.891329072,0.372752657,0.559138607,KCNA7,potassium voltage-gated channel subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:6226]
3744,0.442070857,-0.991314676,1.163332528,-0.852133548,0.394139974,NA,KCNA10,potassium voltage-gated channel subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:6219]
3745,19.51317068,0.04122416,0.426849673,0.096577701,0.923061766,0.959349872,KCNB1,potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]
3746,5.313385872,-0.092061743,0.417233248,-0.220648146,0.82536641,0.902413714,KCNC1,potassium voltage-gated channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:6233]
3748,1362.658637,-0.192571809,0.273948742,-0.702948324,0.482087954,0.658420694,KCNC3,potassium voltage-gated channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:6235]
3749,263.5167864,-0.057820779,0.160162177,-0.361013945,0.718089023,0.832689393,KCNC4,potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]
3750,109.2110515,0.425510905,0.215765476,1.972099121,0.048598292,0.13318004,KCND1,potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]
3751,16.40180824,-0.38855033,0.460732627,-0.843331484,0.399043079,0.584806942,KCND2,potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238]
3752,41.56982877,-0.211758492,0.375287551,-0.564256637,0.572579488,0.732154963,KCND3,potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]
3753,4.051448045,-0.243876257,0.646576326,-0.377180926,0.706039154,0.82497709,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:6240]
3754,4.910265473,0.27509635,0.827404228,0.332481199,0.739525934,0.84688121,KCNF1,potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]
3755,16.74385059,1.186429336,0.710852396,1.669023475,0.095112728,0.218468273,KCNG1,potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]
3756,17.87248989,0.256031404,0.426020258,0.600984106,0.547850573,0.711767229,KCNH1,potassium voltage-gated channel subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:6250]
3757,18.54700123,1.309691947,0.576971385,2.269942637,0.023211064,0.075644896,KCNH2,potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251]
3758,22.40205967,-1.865169917,0.506430707,-3.682971611,0.000230531,0.001764043,KCNJ1,potassium inwardly rectifying channel subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:6255]
3759,242.8393917,3.198628457,0.279624813,11.4390008,2.67E-30,1.76E-27,KCNJ2,potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
3760,1.295748056,1.026657225,1.058192304,0.970199104,0.331947257,0.51773103,KCNJ3,potassium inwardly rectifying channel subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:6264]
3761,0.963556891,-1.185296841,0.722634781,-1.640243275,0.100954595,0.2284195,KCNJ4,potassium inwardly rectifying channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]
3762,148.3011387,0.749398488,0.393419729,1.904831996,0.056801913,0.149621286,KCNJ5,potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]
3763,8.291257174,1.674923646,0.881736137,1.899574686,0.057488957,0.150979314,KCNJ6,potassium inwardly rectifying channel subfamily J member 6 [Source:HGNC Symbol;Acc:HGNC:6267]
3764,189.2766456,-0.41249656,0.206433734,-1.998203258,0.045694628,0.127192469,KCNJ8,potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]
