,,Table S2. List of DEGs across GSE153659.,,,,,,
,,,,,,,,
Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Symbol,Gene_Description
4670,6672.029153,0.285668075,0.101611844,2.811365912,0.004933165,0.029102429,HNRNPM,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
4671,802.4626214,-0.273379131,0.311306512,-0.878167083,0.379853053,0.56866807,NAIP,NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]
4673,11759.37245,-0.072333144,0.107700058,-0.671616574,0.501827824,0.676095622,NAP1L1,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]
4674,498.2755735,0.536559022,0.267983417,2.002209792,0.045262173,0.138393164,NAP1L2,nucleosome assembly protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:7638]
4675,483.6783114,-0.013834727,0.373777553,-0.037013262,0.970474431,0.985285756,NAP1L3,nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639]
4676,4809.485699,0.252696857,0.163123892,1.549110035,0.121355271,0.271923553,NAP1L4,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]
4677,6257.737994,0.417370928,0.174184708,2.396139902,0.016568765,0.06908112,NARS1,asparaginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7643]
4678,2566.6392,-0.234840062,0.143782689,-1.633298585,0.102406214,0.242454239,NASP,nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]
4680,115.0107347,-5.068244311,0.720576653,-7.03359495,2.01E-12,3.50E-10,CEACAM6,CEA cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]
4681,1966.27108,-0.337149334,0.264623995,-1.274069396,0.202638823,0.379920544,NBL1,"NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
4682,668.5800955,-0.087176705,0.088544563,-0.984551748,0.324844301,0.516370681,NUBP1,"NUBP iron-sulfur cluster assembly factor 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:8041]"
4683,1788.625291,0.397709783,0.207968686,1.912354163,0.055830783,0.160177651,NBN,nibrin [Source:HGNC Symbol;Acc:HGNC:7652]
4684,2137.607904,1.163592268,0.527094999,2.207557025,0.027275168,0.097732834,NCAM1,neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
4685,111.2905261,0.273404861,0.339472928,0.805380456,0.420600166,0.606884653,NCAM2,neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
4686,1616.223965,0.404237109,0.104121167,3.882372059,0.000103442,0.001598931,NCBP1,nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658]
4688,539.9443202,-0.240514353,0.386990608,-0.621499198,0.534271222,0.702287005,NCF2,neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]
4689,333.1345267,-0.129387198,0.472375817,-0.273907328,0.78415584,0.878782953,NCF4,neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]
4690,1159.646558,0.404494761,0.169976504,2.379709852,0.017326275,0.071143155,NCK1,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
4691,15468.47373,-0.071484014,0.086936689,-0.822253699,0.410932522,0.598028772,NCL,nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
4692,1179.097103,-0.040939968,0.249564244,-0.164045807,0.869695083,0.930499775,NDN,"necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]"
4693,7.318184921,0.468243464,0.6108411,0.766555269,0.443345979,0.626958046,NDP,norrin cystine knot growth factor NDP [Source:HGNC Symbol;Acc:HGNC:7678]
4694,1525.185064,0.257099625,0.199047415,1.291650162,0.196478324,0.372604365,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]
4695,788.7327511,0.12378438,0.184703827,0.670177668,0.502744538,0.6769342,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]
4696,968.0371314,0.35387924,0.289359394,1.222974776,0.221339223,0.403176101,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]
4697,5915.137345,0.181527743,0.144213867,1.258739857,0.20812431,0.386739364,NDUFA4,NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]
4698,4851.86902,1.083487145,0.254343198,4.259941505,2.04E-05,0.000445691,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]
4700,1550.664243,0.322363331,0.158945713,2.028134791,0.042546493,0.13252333,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
4701,987.1577706,-0.088372181,0.206698851,-0.427540747,0.668985513,0.802446113,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7 [Source:HGNC Symbol;Acc:HGNC:7691]
4702,973.7875918,0.073222462,0.137787289,0.531416671,0.595130072,0.748767061,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]
4703,405.0649149,2.154466036,0.364345812,5.913244963,3.35E-09,2.61E-07,NEB,nebulin [Source:HGNC Symbol;Acc:HGNC:7720]
4704,1698.064744,0.144963229,0.098539556,1.471117135,0.141259442,0.300445914,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]
4705,3449.596893,-0.03156736,0.095449337,-0.330723725,0.74085318,0.851395613,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]
4706,1621.145515,-0.1068544,0.116414121,-0.917881775,0.358680764,0.548851493,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]
4707,664.9547729,0.275677434,0.188304757,1.463996128,0.143195006,0.303402231,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]
4708,2168.168531,1.141276236,0.213778415,5.338594347,9.37E-08,4.87E-06,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]
4709,1040.791197,0.438767142,0.15097525,2.906219011,0.003658253,0.023395359,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]
4710,2448.606416,-0.177730896,0.13991687,-1.270260663,0.203991795,0.38160651,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]
4711,2257.49706,0.164471763,0.119003592,1.38207394,0.166948999,0.335002927,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]
4712,981.5373714,0.329753354,0.12996888,2.537171617,0.011175216,0.051950998,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]
4713,2339.535325,0.19830457,0.151856516,1.305868033,0.191597439,0.366236013,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]
4714,3146.654442,0.024813257,0.177419864,0.139856139,0.888773657,0.940761433,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]
4715,2463.134914,-0.076592713,0.162146272,-0.472368019,0.636664128,0.77969454,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]
4716,1740.434175,-0.158972411,0.158730332,-1.001525099,0.316573012,0.508073233,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]
4717,1503.949657,0.679350826,0.255414402,2.659798428,0.007818743,0.040480517,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]
4718,3448.238241,0.39266281,0.181689716,2.161172455,0.03068202,0.105716123,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
4719,3173.290882,0.288132314,0.184197468,1.56425773,0.117757055,0.265980886,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]
4720,2444.511176,-0.040039284,0.098583644,-0.406145304,0.68463584,0.813042905,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]
4722,1491.897401,0.10449046,0.09640642,1.083853749,0.27842965,0.468446271,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]
4723,4172.286933,0.292922419,0.195464261,1.498598354,0.13397786,0.290402327,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]
4724,1242.135062,0.206917313,0.130192018,1.589324105,0.111987239,0.257220547,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]
4725,3381.062523,-0.348902912,0.191191396,-1.824888145,0.068017911,0.183429173,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]
4726,960.2144111,-0.027302444,0.168939708,-0.161610577,0.871612527,0.931496272,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713]
4728,1820.962985,0.266924888,0.259457002,1.028782752,0.303581773,0.495025734,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]
4729,2012.733122,0.027890635,0.116504383,0.239395582,0.810798855,0.895094707,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]
4731,1193.218306,0.097551854,0.095135161,1.025402729,0.305173201,0.49664354,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
4733,1582.245381,0.049163121,0.109037367,0.450883237,0.652073706,0.790449404,DRG1,developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]
4734,913.0939264,0.065349222,0.194329778,0.336280022,0.736659714,0.848242163,NEDD4,NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]
4735,18403.54279,0.127895332,0.100072616,1.278025272,0.201240515,0.378447294,SEPTIN2,septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]
4736,26204.86089,0.183673356,0.151560355,1.211882591,0.225557327,0.408164477,RPL10A,ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299]
4738,1332.959511,0.431895353,0.178685535,2.417069477,0.01564603,0.066165262,NEDD8,NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]
4739,3101.331093,-0.413242802,0.22047602,-1.874320854,0.060886215,0.169883709,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
4741,10.33546082,-1.152790473,0.687795077,-1.676066768,0.093725115,0.228538216,NEFM,neurofilament medium chain [Source:HGNC Symbol;Acc:HGNC:7734]
4744,42.86851983,-0.168809678,0.296016541,-0.570271099,0.56849384,0.728719395,NEFH,neurofilament heavy chain [Source:HGNC Symbol;Acc:HGNC:7737]
4745,2.563016567,1.763886749,1.145314356,1.540089618,0.12353851,0.274998033,NELL1,neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]
4747,11.57377295,-0.449664005,0.676858426,-0.66433982,0.50647284,0.679599829,NEFL,neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]
4750,1031.687875,0.341349461,0.294183138,1.160329797,0.245914557,0.432027828,NEK1,NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]
4751,35.48667306,0.435077926,0.506852773,0.858391133,0.390676522,0.579140589,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
4752,399.4771705,-0.461461492,0.202424665,-2.279670281,0.022627251,0.085890762,NEK3,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
4753,6183.012678,-2.651935671,0.494180603,-5.366328938,8.04E-08,4.27E-06,NELL2,neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]
4756,2376.451629,0.260112293,0.15301278,1.699938354,0.089142522,0.220963832,NEO1,neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]
4758,3311.655227,-0.726109744,0.208769565,-3.478044061,0.000505087,0.005412277,NEU1,neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]
4760,0.028693663,0.51041518,3.560015838,0.143374413,0.88599449,NA,NEUROD1,neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7762]
4761,0.58257323,-0.963497329,1.25400472,-0.768336286,0.442287422,NA,NEUROD2,neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763]
4763,4948.629346,0.019241411,0.175814018,0.109441847,0.912852044,0.954542685,NF1,neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]
4771,1558.359881,-0.274970267,0.134965589,-2.037336108,0.041616372,0.13062388,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor [Source:HGNC Symbol;Acc:HGNC:7773]"
4772,602.6705113,1.438781461,0.325138499,4.425134112,9.64E-06,0.000243238,NFATC1,nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]
4773,1221.983793,0.721306135,0.249946261,2.885844872,0.003903645,0.024562762,NFATC2,nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]
4774,3335.934703,0.345043508,0.194300481,1.77582426,0.075761888,0.197944639,NFIA,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]
4775,1855.177412,0.583560028,0.127894231,4.562833062,5.05E-06,0.000141587,NFATC3,nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]
4776,2284.382837,-1.53315869,0.291855224,-5.253148012,1.50E-07,7.42E-06,NFATC4,nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]
4778,49.52147802,0.461998211,0.277726881,1.66349836,0.096212719,0.232388815,NFE2,"nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]"
4779,11937.27091,0.057923538,0.1674898,0.345833227,0.729468052,0.8437288,NFE2L1,NFE2 like bZIP transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7781]
4780,6236.616886,0.415662009,0.167849808,2.47639252,0.013271758,0.058820916,NFE2L2,NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]
4781,3618.439858,-0.30592908,0.115622498,-2.64593039,0.008146658,0.041635491,NFIB,nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]
4782,7927.338908,0.475541161,0.203624054,2.335387948,0.019523163,0.077331404,NFIC,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
4783,680.1553777,0.548018715,0.404663334,1.35425839,0.175653956,0.345983948,NFIL3,"nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]"
4784,5281.747907,0.917293626,0.29077749,3.154623921,0.001607051,0.012828599,NFIX,nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]
4790,2104.816729,0.084103773,0.127684328,0.658685171,0.510097958,0.682379336,NFKB1,nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]
4791,1943.172133,-0.522830048,0.246304187,-2.122700613,0.033778948,0.113101595,NFKB2,nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]
4792,4606.227839,0.448238638,0.314747971,1.424119231,0.15441196,0.31796547,NFKBIA,NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
4793,753.7917877,0.078216411,0.099701413,0.784506546,0.432742942,0.617461267,NFKBIB,NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]
4794,462.6088378,-0.422566939,0.243160412,-1.737811416,0.082244048,0.209435772,NFKBIE,NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]
4795,894.1550476,-0.175139452,0.130494094,-1.342125511,0.179555304,0.350983524,NFKBIL1,NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800]
4796,353.1377563,0.162404179,0.181823684,0.893195955,0.371752244,0.561244082,TONSL,"tonsoku like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:7801]"
4798,1774.802761,0.043220711,0.145265089,0.297529924,0.766061965,0.867139372,NFRKB,nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]
4799,2426.355017,0.080618232,0.089676066,0.898993857,0.368655933,0.55808753,NFX1,"nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]"
4800,1652.231948,0.078030724,0.119339179,0.653856717,0.513204122,0.684799449,NFYA,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]
4801,1364.06282,0.625738279,0.178563538,3.504289199,0.000457828,0.005054068,NFYB,nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]
4802,1869.725308,0.082777256,0.112975498,0.732700968,0.463740833,0.644150623,NFYC,nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806]
4803,27.4071641,-1.424797652,0.459197404,-3.102799886,0.001916992,0.01455855,NGF,nerve growth factor [Source:HGNC Symbol;Acc:HGNC:7808]
4804,1392.217982,-1.756222618,0.457539334,-3.83840795,0.000123835,0.001836891,NGFR,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]
4807,6.76716446,-0.936273868,0.728492029,-1.285221843,0.198714773,0.375327896,NHLH1,nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]
4808,2.75479907,0.534819407,0.936045714,0.57136035,0.5677554,0.728244319,NHLH2,nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]
4809,3452.938237,0.138540324,0.163057729,0.849639729,0.395525417,0.58389852,SNU13,small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]
4810,356.374594,0.434103421,0.268534591,1.616564255,0.105972373,0.247956622,NHS,NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]
4811,2433.89672,-1.124665455,0.256564267,-4.383562334,1.17E-05,0.00028322,NID1,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
4814,2712.775216,-0.638449776,0.211320636,-3.021237247,0.00251744,0.017745053,NINJ1,ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]
4815,221.6232829,0.369472242,0.303702163,1.216561115,0.223771245,0.406002906,NINJ2,ninjurin 2 [Source:HGNC Symbol;Acc:HGNC:7825]
4817,1567.873679,-0.23229087,0.120825732,-1.922528146,0.054539336,0.157581103,NIT1,nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]
4818,254.9906341,0.257160758,0.574322817,0.447763437,0.654323934,0.792051156,NKG7,natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]
4820,7114.284316,-0.176521831,0.184945565,-0.954452901,0.339854439,0.530638335,NKTR,natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]
4821,0.873172383,2.103002188,1.181103965,1.780539435,0.074987721,NA,NKX2-2,NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]
4824,83.55724364,1.080351994,0.408020486,2.647788604,0.008102017,0.041466471,NKX3-1,NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]
4825,437.5938797,-0.243925036,0.682955025,-0.3571612,0.720971131,0.837803289,NKX6-1,NK6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7839]
4826,61.90320108,1.300588075,0.332891993,3.906937093,9.35E-05,0.00147528,NNAT,neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]
4828,1317.949673,-0.599786447,0.559127267,-1.072719007,0.28339721,0.473545967,NMB,neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]
4829,11.75106345,0.505904421,0.362909708,1.394022837,0.163310708,0.329797619,NMBR,neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]
4830,539.0867865,-0.202611149,0.152968706,-1.324526792,0.185328151,0.35821877,NME1,NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]
4831,3721.907427,-0.097006788,0.164262867,-0.59055823,0.554816459,0.71881672,NME2,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
4832,1632.524134,-0.338682049,0.225301221,-1.503241076,0.132776889,0.289024828,NME3,NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]
4833,1441.725825,-0.032170289,0.198186118,-0.162323625,0.871051011,0.931179409,NME4,NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]
4835,559.6720516,0.182039961,0.187186731,0.972504622,0.330799567,0.521798812,NQO2,N-ribosyldihydronicotinamide:quinone dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:7856]
4836,3957.416108,-0.243638481,0.07871668,-3.095131577,0.001967256,0.014821049,NMT1,N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]
4837,1190.154732,-0.923414243,0.409175147,-2.256770117,0.024022443,0.089461027,NNMT,nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]
4838,8.542216646,0.870875369,0.513064092,1.69740074,0.089620923,0.221828925,NODAL,nodal growth differentiation factor [Source:HGNC Symbol;Acc:HGNC:7865]
4839,1182.135332,-0.272762274,0.197947847,-1.377950193,0.168218666,0.336760462,NOP2,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]
4841,11148.70934,-0.273469219,0.079460654,-3.441567677,0.000578354,0.005948208,NONO,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]
4842,37.8205574,2.717265249,0.675862921,4.020438415,5.81E-05,0.001018438,NOS1,nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]
4843,55.76350487,-1.149597171,0.414982249,-2.770232156,0.005601635,0.031817853,NOS2,nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]
4846,646.3924575,-0.455609978,0.273141213,-1.668038204,0.095308143,0.231036857,NOS3,nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]
4848,2754.938412,0.176469298,0.087022238,2.027864391,0.04257409,0.132591506,CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]
4849,1645.826341,-0.133078877,0.111061926,-1.19824031,0.230823477,0.413993359,CNOT3,CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]
4850,1153.756731,0.418996115,0.129204525,3.242890419,0.001183237,0.01018199,CNOT4,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]
4851,1846.427733,0.149099442,0.215748743,0.691079075,0.489515849,0.666335453,NOTCH1,notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]
4852,3.339046772,0.912716718,0.670622105,1.36100005,0.173513674,0.343402818,NPY,neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]
4853,8496.794966,-0.372736288,0.255172223,-1.460724383,0.144091095,0.304264584,NOTCH2,notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]
4854,6159.832934,-0.86841495,0.240645856,-3.608684413,0.000307754,0.003731727,NOTCH3,notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883]
4855,1508.350716,-0.58605367,0.266814952,-2.19647987,0.028057614,0.099699327,NOTCH4,notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]
4856,1003.357922,0.39679642,0.305571868,1.298537144,0.194102821,0.369568935,CCN3,cellular communication network factor 3 [Source:HGNC Symbol;Acc:HGNC:7885]
4857,249.4368838,-0.222015311,0.403649399,-0.550020169,0.58230554,0.739350943,NOVA1,NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886]
4858,246.739941,0.171610895,0.211483787,0.811461235,0.417100846,0.60346551,NOVA2,NOVA alternative splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:7887]
4860,2479.198837,-1.554669591,0.457521403,-3.398025932,0.00067874,0.006739259,PNP,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]
4861,31.26422143,-1.488374953,0.377243722,-3.945393564,7.97E-05,0.001309531,NPAS1,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]
4862,336.7456242,-0.19332745,0.288412946,-0.670314743,0.502657171,0.676877741,NPAS2,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]
4863,1223.797899,0.174445267,0.185311413,0.941362783,0.346518979,0.537050978,NPAT,"nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]"
4864,1767.005711,-0.972850168,0.21669988,-4.489389512,7.14E-06,0.000189256,NPC1,NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897]
4867,520.3647844,-0.024071876,0.166305629,-0.144744803,0.884912364,0.938510064,NPHP1,nephrocystin 1 [Source:HGNC Symbol;Acc:HGNC:7905]
4868,18.10511031,1.801330878,1.269878654,1.418506306,0.156042999,0.320105996,NPHS1,"NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]"
4869,20050.64135,-0.152536437,0.139251453,-1.095402836,0.273340192,0.463121367,NPM1,nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]
4878,26.88852328,-1.40676053,0.496548262,-2.833079153,0.004610197,0.027744033,NPPA,natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]
4880,30.63867853,1.163706764,0.609902072,1.908022317,0.056388332,0.161283927,NPPC,natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]
4881,518.8407405,0.912988049,0.244607856,3.732455948,0.000189622,0.00256281,NPR1,natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]
4882,683.7331608,-0.056273057,0.236531306,-0.237909551,0.811951248,0.895481669,NPR2,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]
4883,1166.332296,2.076223004,0.498791534,4.162506501,3.15E-05,0.000631769,NPR3,natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]
4884,14.37049055,1.428427609,0.523285148,2.729730844,0.006338605,0.034754875,NPTX1,neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]
4885,83.54274035,-2.279307647,0.614864277,-3.707009385,0.000209721,0.002772825,NPTX2,neuronal pentraxin 2 [Source:HGNC Symbol;Acc:HGNC:7953]
4886,558.9232792,0.525336803,0.335300564,1.566763851,0.1171699,0.265014373,NPY1R,neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]
4887,0.458576502,0.783990815,1.736000749,0.451607418,0.651551825,NA,NPY2R,neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]
4888,3.928181736,0.326383383,0.578732667,0.56396226,0.572779817,0.731912777,,neuropeptide Y receptor Y6 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:4888]
